code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,clicks_dualpane,clicks_forumng,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
2014B,627516,M,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-28.0,,33.0,96.0,68.0,76.0,117.0,66.0,161.0,66.0,0.0,295.0,493.0,1.0,975.0,426.0,0.0,179.0,105.0,12.0,103.0
2014B,627636,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-68.0,,32.0,78.0,68.0,80.0,117.0,69.0,152.0,63.0,2.0,177.0,413.0,2.0,965.0,130.0,0.0,213.0,22.0,79.0,107.0
2014B,627711,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-68.0,,29.0,97.0,68.0,95.0,117.0,95.0,,,0.0,359.0,265.0,1.0,464.0,16.0,0.0,117.0,22.0,57.0,60.0
2014B,627750,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,-51.0,,33.0,89.0,75.0,93.0,139.0,79.0,,,0.0,106.0,152.0,1.0,402.0,70.0,0.0,145.0,14.0,32.0,27.0
2014B,627907,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-60.0,,31.0,89.0,67.0,82.0,116.0,92.0,152.0,82.0,2.0,385.0,320.0,4.0,681.0,118.0,0.0,285.0,7.0,7.0,44.0
2014B,627961,M,Wales,Lower Than A Level,40-50%,0-35,0,30,N,Fail,-8.0,,33.0,78.0,68.0,66.0,,,,,0.0,102.0,98.0,0.0,346.0,0.0,0.0,133.0,0.0,6.0,18.0
2014B,628054,M,East Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,-45.0,226.0,39.0,84.0,78.0,80.0,127.0,71.0,158.0,48.0,0.0,149.0,196.0,4.0,823.0,71.0,1.0,111.0,6.0,23.0,44.0
2014B,628214,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-52.0,146.0,32.0,82.0,,,,,,,0.0,77.0,86.0,0.0,247.0,0.0,0.0,3.0,1.0,0.0,14.0
2014B,628300,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,-66.0,,30.0,95.0,67.0,84.0,116.0,81.0,151.0,73.0,0.0,3.0,113.0,0.0,675.0,257.0,5.0,95.0,25.0,32.0,13.0
2014B,628366,M,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-57.0,80.0,47.0,88.0,,,,,,,0.0,3.0,31.0,1.0,51.0,0.0,0.0,78.0,0.0,11.0,5.0
2014B,628527,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-44.0,97.0,31.0,89.0,68.0,73.0,,,,,0.0,10.0,58.0,3.0,235.0,0.0,0.0,86.0,1.0,3.0,13.0
2014B,628677,F,Scotland,Lower Than A Level,70-80%,35-55,0,90,N,Withdrawn,-43.0,149.0,32.0,89.0,75.0,82.0,,,,,0.0,478.0,241.0,2.0,786.0,0.0,0.0,99.0,22.0,47.0,44.0
2014B,628686,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,-62.0,-46.0,,,,,,,,,,,,,,,,,,,
2014B,628718,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,Y,Pass,-45.0,,32.0,63.0,66.0,76.0,117.0,55.0,,,0.0,50.0,166.0,1.0,446.0,81.0,0.0,12.0,5.0,0.0,28.0
2014B,628777,M,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,-60.0,,33.0,81.0,76.0,77.0,123.0,67.0,159.0,72.0,0.0,21.0,78.0,2.0,333.0,193.0,0.0,109.0,87.0,29.0,25.0
2014B,628910,M,London Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,-23.0,,31.0,97.0,67.0,77.0,117.0,86.0,152.0,79.0,1.0,391.0,339.0,0.0,1003.0,495.0,0.0,162.0,47.0,15.0,144.0
2014B,628914,M,London Region,HE Qualification,30-40%,35-55,0,30,N,Fail,-60.0,,40.0,56.0,,,,,,,0.0,36.0,128.0,8.0,187.0,0.0,0.0,153.0,8.0,22.0,19.0
2014B,628938,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-60.0,51.0,,,,,,,,,0.0,0.0,15.0,0.0,24.0,0.0,0.0,98.0,7.0,0.0,0.0
2014B,628959,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,-57.0,,30.0,90.0,67.0,89.0,,,151.0,90.0,0.0,112.0,225.0,2.0,1050.0,123.0,0.0,178.0,14.0,31.0,29.0
2014B,628993,M,South Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,-54.0,-46.0,,,,,,,,,,,,,,,,,,,
2014B,629081,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail,-45.0,,33.0,83.0,68.0,84.0,,,,,0.0,4.0,37.0,0.0,189.0,0.0,0.0,3.0,0.0,1.0,10.0
2014B,629089,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Fail,-53.0,,33.0,90.0,65.0,73.0,124.0,67.0,,,0.0,82.0,50.0,0.0,166.0,0.0,0.0,7.0,0.0,3.0,9.0
2014B,629202,M,North Region,HE Qualification,40-50%,0-35,0,30,N,Distinction,-17.0,,33.0,99.0,67.0,85.0,116.0,91.0,152.0,92.0,0.0,109.0,184.0,2.0,568.0,119.0,0.0,134.0,12.0,14.0,25.0
2014B,629234,M,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn,-22.0,0.0,,,,,,,,,,,,,,,,,,,
2014B,629283,M,Scotland,Lower Than A Level,10-20,35-55,0,30,N,Withdrawn,-12.0,68.0,,,,,,,,,0.0,42.0,43.0,2.0,53.0,0.0,0.0,202.0,0.0,15.0,10.0
2014B,629342,F,Yorkshire Region,HE Qualification,30-40%,35-55,0,60,N,Fail,-43.0,,34.0,90.0,68.0,90.0,117.0,91.0,152.0,89.0,0.0,185.0,318.0,6.0,792.0,213.0,0.0,242.0,28.0,131.0,35.0
2014B,629421,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Withdrawn,-53.0,-18.0,,,,,,,,,,,,,,,,,,,
2014B,629500,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-52.0,,33.0,90.0,68.0,80.0,124.0,94.0,152.0,82.0,0.0,48.0,184.0,0.0,464.0,66.0,0.0,117.0,30.0,97.0,31.0
2014B,629506,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-15.0,,38.0,89.0,67.0,85.0,116.0,78.0,152.0,83.0,3.0,249.0,213.0,0.0,596.0,196.0,0.0,108.0,89.0,61.0,53.0
2014B,629601,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass,-28.0,,32.0,89.0,65.0,77.0,117.0,48.0,151.0,75.0,0.0,419.0,469.0,3.0,881.0,235.0,0.0,197.0,24.0,10.0,82.0
2014B,629623,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,-54.0,0.0,,,,,,,,,0.0,0.0,10.0,0.0,17.0,0.0,0.0,96.0,0.0,0.0,0.0
2014B,629627,F,South East Region,HE Qualification,80-90%,35-55,0,30,N,Withdrawn,-54.0,48.0,32.0,92.0,,,,,,,0.0,71.0,16.0,5.0,491.0,0.0,0.0,91.0,5.0,22.0,11.0
2014B,629628,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-39.0,44.0,,,,,,,,,0.0,0.0,5.0,1.0,3.0,0.0,0.0,78.0,0.0,3.0,0.0
2014B,629654,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-41.0,,29.0,93.0,67.0,86.0,116.0,95.0,,,0.0,81.0,141.0,2.0,418.0,27.0,0.0,92.0,51.0,12.0,22.0
2014B,629753,M,Scotland,A Level or Equivalent,60-70%,35-55,0,30,N,Pass,-51.0,,29.0,98.0,63.0,96.0,114.0,84.0,151.0,90.0,1.0,1264.0,858.0,4.0,1552.0,1009.0,2.0,231.0,120.0,87.0,193.0
2014B,629765,M,London Region,Lower Than A Level,10-20,35-55,0,30,N,Withdrawn,-54.0,-1.0,,,,,,,,,,,,,,,,,,,
2014B,629887,M,North Western Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,-22.0,0.0,,,,,,,,,0.0,0.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0
2014B,629893,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-51.0,0.0,,,,,,,,,,,,,,,,,,,
2014B,629906,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,Y,Fail,-51.0,,37.0,51.0,68.0,31.0,121.0,34.0,178.0,52.0,0.0,623.0,423.0,3.0,776.0,217.0,3.0,124.0,14.0,54.0,59.0
2014B,630047,M,South East Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-45.0,,16.0,96.0,65.0,98.0,115.0,92.0,149.0,84.0,0.0,131.0,678.0,3.0,998.0,424.0,1.0,203.0,13.0,127.0,163.0
2014B,630086,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,-47.0,,32.0,91.0,67.0,94.0,121.0,68.0,152.0,77.0,0.0,124.0,238.0,0.0,434.0,90.0,0.0,147.0,37.0,53.0,27.0
2014B,630120,F,London Region,A Level or Equivalent,40-50%,0-35,0,30,N,Withdrawn,-27.0,-15.0,,,,,,,,,,,,,,,,,,,
2014B,630165,M,North Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,-45.0,,33.0,85.0,67.0,63.0,117.0,68.0,152.0,49.0,0.0,136.0,290.0,2.0,830.0,131.0,2.0,212.0,40.0,13.0,34.0
2014B,630416,M,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn,-22.0,65.0,,,,,,,,,0.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0
2014B,630449,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-50.0,,29.0,97.0,66.0,94.0,117.0,86.0,152.0,94.0,0.0,64.0,220.0,2.0,615.0,262.0,2.0,113.0,17.0,16.0,35.0
2014B,630514,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,-50.0,0.0,,,,,,,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2014B,630540,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-28.0,209.0,33.0,60.0,68.0,55.0,117.0,47.0,152.0,46.0,0.0,52.0,245.0,4.0,355.0,72.0,1.0,242.0,5.0,76.0,59.0
2014B,630573,M,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-22.0,110.0,33.0,59.0,,,,,,,0.0,2.0,34.0,0.0,110.0,0.0,0.0,92.0,0.0,17.0,5.0
2014B,630585,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-25.0,,33.0,94.0,68.0,73.0,117.0,52.0,,,0.0,82.0,172.0,0.0,241.0,0.0,0.0,106.0,3.0,36.0,38.0
2014B,630606,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-43.0,,32.0,93.0,70.0,81.0,119.0,72.0,155.0,83.0,0.0,14.0,198.0,4.0,542.0,281.0,0.0,169.0,13.0,58.0,28.0
2014B,630635,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-34.0,,33.0,91.0,68.0,80.0,124.0,76.0,152.0,68.0,0.0,43.0,129.0,5.0,424.0,15.0,1.0,185.0,8.0,49.0,8.0
2014B,630657,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-39.0,,33.0,93.0,76.0,85.0,,,,,0.0,0.0,119.0,2.0,189.0,0.0,0.0,6.0,0.0,3.0,6.0
2014B,630696,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-45.0,,28.0,69.0,67.0,46.0,,,,,0.0,105.0,184.0,1.0,464.0,0.0,0.0,122.0,1.0,5.0,35.0
2014B,630722,M,North Western Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-45.0,,32.0,88.0,67.0,73.0,123.0,60.0,151.0,83.0,4.0,199.0,273.0,0.0,518.0,137.0,1.0,186.0,15.0,71.0,63.0
2014B,630825,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-25.0,,,,,,,,,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,2.0
2014B,630888,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-45.0,,29.0,91.0,,,116.0,77.0,148.0,77.0,0.0,40.0,133.0,2.0,698.0,179.0,1.0,83.0,17.0,51.0,26.0
2014B,630900,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,30,N,Distinction,-22.0,,29.0,94.0,67.0,91.0,120.0,88.0,150.0,90.0,0.0,240.0,526.0,6.0,2641.0,397.0,5.0,115.0,110.0,228.0,55.0
2014B,630980,M,South West Region,A Level or Equivalent,80-90%,35-55,0,30,N,Withdrawn,-43.0,89.0,32.0,93.0,,,,,,,0.0,0.0,12.0,0.0,80.0,0.0,0.0,2.0,0.0,0.0,3.0
2014B,631016,M,North Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,-17.0,,34.0,85.0,75.0,62.0,129.0,74.0,153.0,76.0,0.0,205.0,428.0,8.0,1486.0,462.0,0.0,327.0,8.0,13.0,175.0
2014B,631051,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-29.0,34.0,,,,,,,,,0.0,18.0,26.0,0.0,17.0,0.0,0.0,2.0,0.0,10.0,3.0
2014B,631073,M,South West Region,HE Qualification,30-40%,0-35,0,30,N,Distinction,-45.0,,31.0,99.0,67.0,92.0,116.0,96.0,150.0,81.0,0.0,169.0,107.0,0.0,653.0,182.0,0.0,93.0,7.0,56.0,23.0
2014B,631117,M,North Region,HE Qualification,,35-55,0,30,N,Distinction,-29.0,,28.0,92.0,62.0,88.0,112.0,83.0,149.0,91.0,0.0,519.0,553.0,10.0,1291.0,408.0,0.0,196.0,11.0,204.0,140.0
2014B,631334,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Distinction,-24.0,,33.0,92.0,68.0,95.0,117.0,94.0,152.0,86.0,1.0,24.0,131.0,8.0,550.0,387.0,0.0,132.0,26.0,45.0,14.0
2014B,631356,M,South Region,HE Qualification,70-80%,0-35,0,30,N,Pass,-36.0,,17.0,97.0,64.0,83.0,113.0,85.0,150.0,87.0,0.0,141.0,321.0,3.0,784.0,196.0,1.0,165.0,15.0,30.0,39.0
2014B,631453,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-29.0,,30.0,84.0,67.0,80.0,115.0,74.0,151.0,64.0,0.0,209.0,232.0,1.0,503.0,179.0,0.0,184.0,6.0,31.0,60.0
2014B,631509,M,Scotland,Lower Than A Level,50-60%,35-55,0,30,N,Pass,-25.0,,15.0,90.0,65.0,86.0,113.0,66.0,146.0,82.0,11.0,555.0,485.0,2.0,709.0,417.0,0.0,226.0,15.0,52.0,178.0
2014B,631655,M,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-29.0,,30.0,95.0,67.0,89.0,117.0,60.0,152.0,93.0,0.0,140.0,209.0,11.0,455.0,420.0,0.0,104.0,48.0,68.0,38.0
2014B,631657,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,-28.0,-8.0,,,,,,,,,,,,,,,,,,,
2014B,631807,M,East Midlands Region,HE Qualification,20-30%,35-55,0,30,N,Withdrawn,-15.0,171.0,31.0,86.0,63.0,63.0,,,,,0.0,49.0,93.0,10.0,399.0,0.0,0.0,128.0,0.0,2.0,9.0
2014B,632004,M,West Midlands Region,HE Qualification,60-70%,35-55,0,30,N,Distinction,-17.0,,30.0,93.0,66.0,80.0,115.0,90.0,151.0,83.0,0.0,96.0,142.0,11.0,721.0,291.0,0.0,167.0,15.0,10.0,22.0
2014B,632074,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-24.0,,31.0,93.0,68.0,84.0,117.0,72.0,152.0,83.0,1.0,150.0,229.0,0.0,934.0,226.0,0.0,132.0,27.0,43.0,32.0
2014B,632083,M,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,30,N,Distinction,-25.0,,31.0,100.0,63.0,98.0,114.0,87.0,148.0,99.0,0.0,2704.0,799.0,17.0,1459.0,1111.0,0.0,146.0,173.0,50.0,150.0
2014B,632111,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-29.0,,32.0,92.0,67.0,95.0,115.0,94.0,152.0,93.0,0.0,29.0,155.0,0.0,342.0,217.0,0.0,92.0,27.0,40.0,33.0
2014B,632133,F,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-29.0,162.0,33.0,82.0,,,117.0,61.0,,,1.0,72.0,142.0,0.0,196.0,0.0,0.0,93.0,2.0,31.0,29.0
2014B,632135,M,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-29.0,162.0,33.0,84.0,,,117.0,65.0,,,0.0,73.0,74.0,0.0,130.0,0.0,0.0,77.0,0.0,13.0,18.0
2014B,632312,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-27.0,164.0,33.0,87.0,67.0,85.0,117.0,77.0,,,0.0,50.0,84.0,2.0,248.0,0.0,0.0,95.0,4.0,5.0,14.0
2014B,632329,M,London Region,No Formal quals,10-20,35-55,0,30,N,Withdrawn,-29.0,90.0,32.0,65.0,,,,,,,0.0,60.0,113.0,5.0,310.0,0.0,0.0,204.0,2.0,8.0,11.0
2014B,632376,M,South West Region,Lower Than A Level,90-100%,0-35,0,30,N,Withdrawn,-29.0,200.0,32.0,99.0,,,,,,,0.0,15.0,50.0,1.0,252.0,0.0,0.0,83.0,0.0,0.0,5.0
2014B,632389,M,North Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,-29.0,,30.0,93.0,65.0,83.0,114.0,91.0,159.0,83.0,0.0,573.0,497.0,0.0,1463.0,678.0,1.0,263.0,17.0,86.0,158.0
2014B,632459,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-28.0,,37.0,97.0,68.0,81.0,116.0,69.0,151.0,72.0,1.0,139.0,340.0,7.0,860.0,107.0,1.0,100.0,34.0,118.0,26.0
2014B,632641,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-29.0,,40.0,80.0,68.0,75.0,120.0,83.0,152.0,76.0,0.0,89.0,70.0,1.0,443.0,251.0,0.0,171.0,11.0,13.0,11.0
2014B,632700,M,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,-28.0,,32.0,97.0,69.0,84.0,117.0,85.0,152.0,53.0,0.0,282.0,359.0,6.0,922.0,29.0,0.0,97.0,28.0,0.0,36.0
2014B,632780,M,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,-22.0,-11.0,,,,,,,,,0.0,38.0,9.0,0.0,39.0,0.0,0.0,2.0,0.0,2.0,0.0
2014B,632800,M,South West Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,-27.0,,33.0,92.0,69.0,70.0,117.0,87.0,152.0,87.0,0.0,103.0,237.0,1.0,2151.0,151.0,0.0,125.0,19.0,3.0,65.0
2014B,632883,M,Wales,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-22.0,,30.0,95.0,67.0,78.0,114.0,75.0,158.0,69.0,0.0,261.0,178.0,2.0,439.0,103.0,0.0,173.0,4.0,10.0,31.0
2014B,632889,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-15.0,33.0,,,,,,,,,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2014B,632904,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Distinction,-24.0,,30.0,95.0,67.0,93.0,116.0,88.0,155.0,92.0,0.0,595.0,296.0,3.0,494.0,188.0,3.0,97.0,31.0,35.0,71.0
2014B,632977,M,South West Region,A Level or Equivalent,60-70%,0-35,0,30,Y,Pass,-27.0,,32.0,87.0,68.0,77.0,117.0,74.0,152.0,81.0,0.0,73.0,171.0,3.0,811.0,133.0,0.0,67.0,8.0,3.0,22.0
2014B,633107,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass,-25.0,,32.0,86.0,68.0,92.0,117.0,85.0,151.0,82.0,3.0,97.0,253.0,7.0,878.0,204.0,0.0,234.0,12.0,36.0,32.0
2014B,633259,M,North Western Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,-23.0,,39.0,94.0,,,,,,,0.0,31.0,46.0,5.0,103.0,0.0,0.0,2.0,0.0,2.0,17.0
2014B,633270,M,South West Region,No Formal quals,20-30%,0-35,0,60,N,Pass,-25.0,,32.0,86.0,68.0,69.0,117.0,59.0,152.0,74.0,0.0,282.0,369.0,4.0,780.0,201.0,0.0,175.0,10.0,81.0,70.0
2014B,633304,M,North Western Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,-24.0,,33.0,92.0,81.0,80.0,124.0,73.0,,,1.0,78.0,171.0,3.0,394.0,25.0,0.0,87.0,5.0,11.0,28.0
2014B,633310,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-23.0,,33.0,87.0,68.0,87.0,135.0,56.0,152.0,75.0,0.0,48.0,127.0,0.0,413.0,158.0,0.0,91.0,6.0,4.0,9.0
2014B,633330,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-25.0,,,,,,,,,,0.0,1.0,10.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0
2014B,633334,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-24.0,,33.0,74.0,68.0,54.0,117.0,39.0,152.0,23.0,0.0,89.0,168.0,3.0,242.0,32.0,0.0,171.0,13.0,67.0,38.0
2014B,633395,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-24.0,,,,,,,,,,0.0,39.0,34.0,0.0,53.0,0.0,0.0,105.0,3.0,7.0,1.0
2014B,633432,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-24.0,,33.0,67.0,72.0,53.0,117.0,52.0,152.0,35.0,0.0,11.0,40.0,0.0,147.0,4.0,0.0,110.0,2.0,20.0,3.0
2014B,633455,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-23.0,,33.0,87.0,67.0,91.0,117.0,71.0,152.0,52.0,0.0,334.0,302.0,0.0,689.0,196.0,1.0,128.0,40.0,55.0,92.0
2014B,633511,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,-24.0,,28.0,95.0,64.0,88.0,115.0,70.0,151.0,53.0,0.0,118.0,195.0,6.0,854.0,145.0,1.0,95.0,35.0,33.0,38.0
2014B,633530,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-15.0,226.0,33.0,96.0,67.0,91.0,128.0,79.0,,,0.0,111.0,150.0,1.0,401.0,4.0,2.0,121.0,22.0,63.0,30.0
2014B,633544,M,Scotland,Lower Than A Level,20-30%,0-35,0,30,N,Pass,-24.0,,32.0,69.0,68.0,79.0,117.0,72.0,152.0,72.0,0.0,13.0,328.0,8.0,550.0,219.0,0.0,118.0,6.0,17.0,46.0
2014B,633605,F,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-22.0,,30.0,94.0,66.0,76.0,135.0,67.0,166.0,51.0,1.0,29.0,65.0,1.0,105.0,11.0,0.0,176.0,4.0,22.0,8.0
2014B,633634,M,North Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,-25.0,,32.0,79.0,68.0,67.0,117.0,73.0,152.0,63.0,0.0,287.0,181.0,6.0,371.0,93.0,0.0,168.0,5.0,2.0,64.0
2014B,633637,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-24.0,,33.0,53.0,,,,,,,0.0,25.0,48.0,0.0,89.0,0.0,0.0,58.0,0.0,5.0,6.0
2014B,633695,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-23.0,,33.0,100.0,66.0,97.0,117.0,92.0,151.0,80.0,1.0,270.0,471.0,5.0,688.0,450.0,0.0,185.0,10.0,31.0,74.0
2014B,633716,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-24.0,,32.0,93.0,82.0,76.0,164.0,68.0,180.0,37.0,0.0,162.0,214.0,6.0,502.0,3.0,0.0,99.0,12.0,31.0,31.0
2014B,633746,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction,-23.0,,32.0,92.0,67.0,93.0,116.0,88.0,151.0,98.0,0.0,252.0,382.0,8.0,1239.0,421.0,2.0,190.0,11.0,9.0,89.0
2014B,633859,M,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-22.0,0.0,,,,,,,,,0.0,171.0,73.0,7.0,100.0,0.0,0.0,108.0,47.0,29.0,11.0
2014B,633998,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Pass,-24.0,,46.0,88.0,67.0,83.0,117.0,86.0,152.0,78.0,0.0,0.0,127.0,0.0,629.0,78.0,1.0,166.0,13.0,27.0,31.0
2014B,634040,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-23.0,,23.0,65.0,68.0,65.0,,,,,3.0,23.0,210.0,0.0,338.0,0.0,0.0,111.0,113.0,59.0,34.0
2014B,634083,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-23.0,0.0,,,,,,,,,,,,,,,,,,,
2014B,634193,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,-23.0,,28.0,90.0,66.0,88.0,114.0,71.0,151.0,68.0,0.0,286.0,171.0,0.0,721.0,198.0,5.0,145.0,20.0,64.0,59.0
2014B,634216,M,South West Region,HE Qualification,50-60%,0-35,0,60,N,Distinction,-22.0,,33.0,95.0,67.0,96.0,116.0,89.0,152.0,89.0,0.0,256.0,542.0,9.0,1355.0,265.0,1.0,205.0,14.0,82.0,96.0
2014B,634241,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-23.0,,33.0,94.0,65.0,95.0,117.0,93.0,152.0,93.0,0.0,363.0,285.0,4.0,779.0,469.0,1.0,85.0,20.0,57.0,55.0
2014B,634309,M,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,-23.0,,31.0,95.0,68.0,87.0,116.0,81.0,151.0,74.0,0.0,581.0,470.0,14.0,1117.0,247.0,0.0,185.0,9.0,32.0,52.0
2014B,634318,M,Wales,Lower Than A Level,90-100%,0-35,0,30,N,Pass,-23.0,,32.0,96.0,68.0,95.0,117.0,95.0,152.0,91.0,0.0,647.0,85.0,1.0,768.0,311.0,4.0,130.0,7.0,12.0,34.0
2014B,634433,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-17.0,,26.0,88.0,64.0,77.0,,,,,0.0,44.0,92.0,0.0,123.0,0.0,0.0,105.0,0.0,16.0,27.0
2014B,634570,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Distinction,-22.0,,33.0,99.0,68.0,88.0,117.0,84.0,153.0,82.0,2.0,141.0,517.0,6.0,720.0,463.0,1.0,237.0,14.0,62.0,138.0
