code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,ass_10_date,ass_10_score,ass_11_date,ass_11_score,ass_12_date,ass_12_score,clicks_dataplus,clicks_dualpane,clicks_folder,clicks_forumng,clicks_glossary,clicks_homepage,clicks_htmlactivity,clicks_oucollaborate,clicks_oucontent,clicks_ouelluminate,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_repeatactivity,clicks_resource,clicks_subpage,clicks_url
2013J,596646,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-65.0,,19.0,74.0,47.0,48.0,95.0,63.0,139.0,60.0,176.0,59.0,33.0,94.0,33.0,88.0,94.0,81.0,231.0,68.0,231.0,63.0,231.0,57.0,231.0,61.0,0.0,0.0,1.0,57.0,1.0,304.0,,3.0,191.0,,3.0,2.0,12.0,611.0,0.0,38.0,158.0,11.0
2013J,596687,M,North Region,HE Qualification,,0-35,0,120,N,Distinction,-79.0,,19.0,100.0,47.0,90.0,96.0,98.0,131.0,95.0,173.0,89.0,236.0,92.0,236.0,96.0,236.0,96.0,236.0,80.0,236.0,97.0,236.0,99.0,236.0,83.0,4.0,1.0,3.0,322.0,0.0,411.0,,22.0,781.0,,3.0,6.0,0.0,438.0,0.0,12.0,214.0,15.0
2013J,596691,M,South West Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,-79.0,,14.0,54.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,14.0,,0.0,19.0,,0.0,3.0,0.0,3.0,0.0,7.0,10.0,0.0
2013J,596739,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-74.0,151.0,19.0,82.0,47.0,72.0,104.0,55.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,100.0,0.0,114.0,,0.0,364.0,,59.0,4.0,3.0,84.0,0.0,27.0,139.0,7.0
2013J,596754,M,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,-53.0,95.0,9.0,90.0,42.0,92.0,,,,,,,47.0,75.0,72.0,64.0,,,,,,,,,,,0.0,20.0,0.0,696.0,0.0,247.0,,15.0,502.0,,48.0,6.0,10.0,459.0,0.0,35.0,236.0,27.0
2013J,596756,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-53.0,,19.0,94.0,44.0,68.0,99.0,73.0,131.0,73.0,173.0,41.0,18.0,81.0,32.0,87.0,80.0,62.0,216.0,74.0,216.0,84.0,237.0,84.0,234.0,72.0,5.0,7.0,4.0,204.0,0.0,316.0,,0.0,1567.0,,20.0,10.0,25.0,684.0,0.0,83.0,226.0,36.0
2013J,596774,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-63.0,-51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,596828,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-71.0,,18.0,66.0,47.0,88.0,96.0,70.0,141.0,73.0,178.0,79.0,21.0,95.0,98.0,93.0,101.0,86.0,235.0,61.0,,,235.0,44.0,,,1.0,1.0,4.0,440.0,0.0,608.0,,7.0,1746.0,,18.0,14.0,4.0,904.0,0.0,44.0,353.0,24.0
2013J,596829,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,-74.0,137.0,33.0,56.0,47.0,24.0,104.0,30.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,91.0,0.0,152.0,,2.0,144.0,,1.0,10.0,0.0,3.0,0.0,33.0,129.0,5.0
2013J,596858,M,Scotland,HE Qualification,60-70%,35-55,0,90,N,Withdrawn,-51.0,135.0,18.0,68.0,47.0,78.0,103.0,79.0,,,,,41.0,90.0,,,,,,,,,,,,,0.0,0.0,0.0,514.0,9.0,368.0,,2.0,932.0,,19.0,6.0,2.0,238.0,0.0,35.0,269.0,24.0
2013J,596860,M,North Western Region,HE Qualification,30-40%,35-55,0,60,N,Pass,-43.0,,15.0,84.0,40.0,58.0,96.0,73.0,124.0,62.0,172.0,84.0,28.0,83.0,95.0,76.0,95.0,83.0,125.0,78.0,131.0,75.0,196.0,70.0,166.0,70.0,1.0,4.0,3.0,81.0,0.0,284.0,,3.0,1392.0,,13.0,8.0,0.0,1621.0,0.0,52.0,361.0,14.0
2013J,596938,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-53.0,,18.0,90.0,47.0,88.0,96.0,60.0,131.0,77.0,173.0,94.0,215.0,90.0,215.0,85.0,236.0,51.0,236.0,64.0,235.0,87.0,237.0,83.0,237.0,70.0,0.0,0.0,2.0,189.0,1.0,129.0,,1.0,659.0,,6.0,12.0,0.0,780.0,0.0,19.0,256.0,19.0
2013J,596981,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-22.0,,16.0,72.0,47.0,78.0,96.0,69.0,131.0,81.0,,,10.0,86.0,27.0,94.0,214.0,62.0,214.0,74.0,214.0,86.0,214.0,76.0,214.0,64.0,3.0,3.0,3.0,251.0,0.0,263.0,,0.0,838.0,,18.0,16.0,12.0,551.0,0.0,36.0,161.0,20.0
2013J,596982,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-65.0,,17.0,74.0,47.0,76.0,95.0,92.0,131.0,82.0,173.0,85.0,52.0,99.0,53.0,94.0,111.0,88.0,154.0,90.0,209.0,59.0,227.0,88.0,227.0,67.0,0.0,17.0,4.0,352.0,0.0,697.0,,27.0,1112.0,,52.0,15.0,13.0,685.0,0.0,39.0,289.0,35.0
2013J,597074,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,240,N,Fail,-51.0,,19.0,86.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,49.0,0.0,40.0,,1.0,81.0,,0.0,4.0,0.0,2.0,0.0,8.0,58.0,5.0
2013J,597098,M,Wales,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,26.0,0.0,20.0,,0.0,48.0,,0.0,4.0,0.0,80.0,0.0,2.0,14.0,1.0
2013J,597190,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-44.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,597199,F,North Region,A Level or Equivalent,,0-35,0,60,N,Pass,-22.0,,20.0,58.0,47.0,86.0,104.0,58.0,131.0,65.0,172.0,85.0,221.0,86.0,220.0,92.0,221.0,79.0,227.0,84.0,220.0,81.0,228.0,81.0,220.0,91.0,34.0,17.0,1.0,612.0,0.0,542.0,,15.0,2167.0,,59.0,19.0,29.0,828.0,0.0,115.0,418.0,41.0
2013J,597204,M,Scotland,HE Qualification,0-10%,0-35,0,60,N,Pass,-28.0,,17.0,76.0,47.0,68.0,94.0,76.0,131.0,68.0,173.0,46.0,20.0,67.0,59.0,91.0,102.0,74.0,121.0,74.0,173.0,77.0,227.0,69.0,214.0,70.0,50.0,14.0,4.0,233.0,0.0,527.0,,0.0,1579.0,,41.0,24.0,36.0,633.0,0.0,70.0,468.0,86.0
2013J,597238,F,South East Region,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn,-74.0,200.0,14.0,70.0,43.0,82.0,102.0,62.0,130.0,66.0,172.0,76.0,46.0,66.0,60.0,86.0,94.0,71.0,115.0,75.0,,,,,,,12.0,5.0,0.0,1341.0,0.0,726.0,,21.0,1494.0,,132.0,17.0,27.0,863.0,0.0,37.0,338.0,52.0
2013J,597241,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction,-74.0,,19.0,92.0,47.0,86.0,117.0,97.0,130.0,92.0,170.0,92.0,116.0,90.0,144.0,81.0,145.0,81.0,145.0,78.0,145.0,70.0,217.0,79.0,217.0,76.0,0.0,0.0,4.0,323.0,1.0,297.0,,5.0,430.0,,7.0,41.0,1.0,1169.0,0.0,52.0,311.0,42.0
2013J,597293,M,South Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-71.0,,18.0,94.0,44.0,74.0,95.0,84.0,131.0,84.0,173.0,21.0,38.0,97.0,54.0,93.0,115.0,83.0,167.0,76.0,167.0,84.0,227.0,79.0,227.0,91.0,9.0,3.0,5.0,503.0,0.0,584.0,,1.0,1238.0,,21.0,7.0,12.0,662.0,0.0,44.0,234.0,37.0
2013J,597402,M,London Region,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn,-67.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
2013J,597415,M,North Region,HE Qualification,,0-35,0,60,N,Fail,-67.0,,26.0,74.0,46.0,64.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,46.0,0.0,23.0,,0.0,126.0,,4.0,0.0,0.0,0.0,0.0,3.0,25.0,1.0
2013J,597485,M,Ireland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-52.0,,18.0,76.0,46.0,70.0,99.0,51.0,130.0,47.0,178.0,52.0,201.0,64.0,201.0,75.0,214.0,68.0,202.0,55.0,222.0,77.0,228.0,70.0,228.0,72.0,0.0,2.0,4.0,655.0,0.0,682.0,,6.0,1690.0,,9.0,18.0,6.0,1124.0,0.0,51.0,457.0,34.0
2013J,597555,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,-71.0,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,597557,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-74.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013J,597627,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-63.0,,15.0,80.0,43.0,78.0,93.0,76.0,130.0,85.0,171.0,83.0,39.0,94.0,54.0,90.0,151.0,79.0,207.0,82.0,207.0,70.0,227.0,79.0,223.0,71.0,0.0,0.0,1.0,445.0,0.0,443.0,,0.0,1097.0,,27.0,9.0,3.0,1281.0,0.0,33.0,239.0,22.0
2013J,597715,M,North Western Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-74.0,,16.0,74.0,44.0,76.0,96.0,77.0,131.0,70.0,172.0,92.0,25.0,78.0,139.0,72.0,227.0,74.0,227.0,64.0,228.0,71.0,231.0,72.0,228.0,79.0,0.0,7.0,1.0,409.0,2.0,872.0,,15.0,3554.0,,61.0,17.0,29.0,624.0,0.0,43.0,474.0,73.0
2013J,597737,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-45.0,,19.0,78.0,46.0,46.0,96.0,52.0,130.0,47.0,172.0,46.0,181.0,79.0,192.0,80.0,186.0,80.0,186.0,80.0,188.0,71.0,189.0,76.0,189.0,65.0,13.0,1.0,1.0,261.0,0.0,216.0,,1.0,174.0,,0.0,6.0,0.0,608.0,0.0,24.0,182.0,7.0
2013J,597747,M,East Anglian Region,HE Qualification,10-20,0-35,0,90,N,Fail,-29.0,,20.0,48.0,53.0,40.0,96.0,30.0,131.0,43.0,180.0,45.0,215.0,65.0,235.0,62.0,236.0,45.0,222.0,62.0,237.0,64.0,220.0,49.0,220.0,70.0,0.0,1.0,3.0,520.0,0.0,388.0,,3.0,824.0,,16.0,26.0,11.0,894.0,0.0,25.0,348.0,4.0
2013J,597761,F,South Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-57.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,597787,M,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,-27.0,,16.0,72.0,43.0,82.0,95.0,81.0,130.0,88.0,166.0,94.0,35.0,93.0,65.0,92.0,68.0,90.0,119.0,91.0,160.0,97.0,182.0,94.0,187.0,91.0,104.0,29.0,10.0,4573.0,0.0,2525.0,,21.0,5526.0,,400.0,31.0,50.0,1048.0,0.0,80.0,1041.0,121.0
2013J,597791,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-32.0,,15.0,80.0,44.0,48.0,94.0,60.0,127.0,64.0,169.0,67.0,18.0,87.0,52.0,84.0,101.0,76.0,103.0,58.0,214.0,79.0,227.0,62.0,227.0,71.0,0.0,0.0,2.0,221.0,0.0,215.0,,3.0,186.0,,11.0,11.0,0.0,1105.0,0.0,40.0,182.0,13.0
2013J,597797,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-73.0,,19.0,78.0,47.0,72.0,95.0,80.0,131.0,58.0,172.0,83.0,150.0,75.0,234.0,76.0,234.0,66.0,234.0,76.0,236.0,64.0,236.0,71.0,236.0,73.0,0.0,0.0,3.0,333.0,0.0,323.0,,1.0,1032.0,,9.0,5.0,4.0,574.0,0.0,21.0,228.0,16.0
2013J,597817,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-74.0,,19.0,66.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,24.0,0.0,59.0,,0.0,73.0,,0.0,6.0,0.0,0.0,0.0,4.0,48.0,7.0
2013J,597819,M,North Region,Lower Than A Level,,0-35,0,60,N,Distinction,-73.0,,18.0,90.0,46.0,88.0,95.0,88.0,130.0,88.0,172.0,90.0,220.0,90.0,220.0,100.0,222.0,85.0,227.0,93.0,,,227.0,90.0,,,28.0,18.0,2.0,497.0,0.0,489.0,,1.0,1072.0,,4.0,17.0,24.0,380.0,0.0,30.0,240.0,40.0
2013J,597880,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-74.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,8.0,,0.0,11.0,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
2013J,597906,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-52.0,,16.0,78.0,46.0,52.0,100.0,69.0,137.0,88.0,172.0,66.0,94.0,71.0,94.0,88.0,129.0,77.0,157.0,63.0,214.0,64.0,214.0,66.0,214.0,73.0,0.0,0.0,2.0,346.0,0.0,368.0,,9.0,998.0,,26.0,13.0,3.0,719.0,0.0,41.0,271.0,19.0
2013J,597912,M,South East Region,Lower Than A Level,90-100%,0-35,0,120,N,Fail,-45.0,,18.0,66.0,46.0,50.0,99.0,54.0,131.0,48.0,173.0,34.0,158.0,87.0,220.0,88.0,188.0,79.0,220.0,88.0,220.0,88.0,237.0,82.0,237.0,82.0,0.0,0.0,4.0,144.0,1.0,327.0,,1.0,852.0,,14.0,7.0,0.0,1084.0,0.0,52.0,289.0,13.0
2013J,597931,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-63.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7.0,0.0,38.0,,0.0,149.0,,0.0,11.0,0.0,12.0,0.0,14.0,102.0,6.0
2013J,598001,M,London Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,-46.0,,18.0,70.0,,,95.0,54.0,131.0,58.0,,,96.0,76.0,103.0,72.0,,,,,,,,,,,0.0,0.0,0.0,66.0,5.0,146.0,,1.0,200.0,,6.0,5.0,0.0,267.0,0.0,15.0,124.0,7.0
2013J,598032,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-59.0,,18.0,94.0,47.0,70.0,110.0,53.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,182.0,0.0,130.0,,7.0,80.0,,0.0,5.0,0.0,8.0,0.0,12.0,127.0,11.0
2013J,598077,M,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-43.0,,18.0,88.0,44.0,80.0,93.0,68.0,130.0,68.0,173.0,65.0,7.0,65.0,224.0,81.0,224.0,74.0,224.0,74.0,224.0,73.0,227.0,66.0,227.0,57.0,0.0,1.0,1.0,143.0,0.0,176.0,,7.0,508.0,,27.0,3.0,3.0,564.0,0.0,23.0,129.0,16.0
2013J,598213,F,North Western Region,No Formal quals,0-10%,0-35,0,60,N,Pass,-52.0,,17.0,74.0,45.0,54.0,96.0,56.0,130.0,66.0,172.0,42.0,52.0,81.0,222.0,83.0,234.0,47.0,208.0,84.0,229.0,64.0,223.0,53.0,235.0,32.0,5.0,6.0,5.0,1027.0,0.0,802.0,,1.0,3894.0,,28.0,24.0,17.0,993.0,0.0,117.0,981.0,77.0
2013J,598215,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-56.0,,15.0,62.0,46.0,66.0,93.0,54.0,130.0,38.0,173.0,65.0,21.0,79.0,91.0,82.0,110.0,63.0,145.0,78.0,158.0,76.0,234.0,58.0,227.0,69.0,3.0,0.0,2.0,313.0,0.0,513.0,,0.0,1444.0,,17.0,8.0,28.0,1161.0,0.0,27.0,234.0,15.0
2013J,598235,M,South Region,HE Qualification,10-20,0-35,0,120,N,Fail,-36.0,,26.0,78.0,54.0,36.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,126.0,0.0,73.0,,0.0,68.0,,0.0,3.0,0.0,0.0,0.0,9.0,58.0,6.0
2013J,598259,M,South West Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn,-67.0,-36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,598268,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,-67.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,598279,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-43.0,,19.0,78.0,46.0,68.0,109.0,72.0,138.0,78.0,173.0,66.0,32.0,95.0,96.0,99.0,96.0,90.0,181.0,88.0,182.0,88.0,182.0,74.0,182.0,83.0,22.0,11.0,2.0,181.0,0.0,342.0,,5.0,2074.0,,26.0,22.0,12.0,1495.0,0.0,50.0,407.0,30.0
2013J,598285,M,South West Region,Lower Than A Level,10-20,35-55,0,120,Y,Pass,-71.0,,8.0,70.0,44.0,72.0,92.0,63.0,130.0,75.0,171.0,79.0,3.0,94.0,27.0,94.0,87.0,88.0,112.0,88.0,203.0,78.0,203.0,81.0,206.0,82.0,0.0,0.0,3.0,304.0,0.0,283.0,,6.0,1068.0,,23.0,5.0,3.0,743.0,0.0,47.0,193.0,16.0
2013J,598294,M,London Region,HE Qualification,10-20,0-35,0,60,N,Pass,-32.0,,16.0,78.0,46.0,74.0,93.0,80.0,127.0,85.0,170.0,81.0,14.0,95.0,37.0,93.0,58.0,85.0,101.0,93.0,157.0,90.0,171.0,87.0,158.0,96.0,3.0,7.0,4.0,216.0,0.0,232.0,,1.0,735.0,,17.0,5.0,10.0,1227.0,0.0,19.0,179.0,36.0
2013J,598299,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-71.0,,18.0,88.0,45.0,78.0,95.0,85.0,130.0,83.0,172.0,92.0,32.0,82.0,32.0,80.0,108.0,69.0,143.0,79.0,171.0,82.0,220.0,71.0,208.0,79.0,0.0,1.0,4.0,381.0,0.0,1125.0,,0.0,1453.0,,3.0,7.0,0.0,740.0,0.0,22.0,324.0,50.0
2013J,598306,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,-71.0,,19.0,74.0,47.0,42.0,96.0,34.0,138.0,49.0,172.0,21.0,237.0,87.0,237.0,96.0,237.0,86.0,237.0,81.0,238.0,90.0,237.0,82.0,238.0,72.0,0.0,0.0,1.0,49.0,0.0,80.0,,0.0,154.0,,4.0,2.0,0.0,498.0,0.0,11.0,115.0,7.0
2013J,598308,M,Ireland,Post Graduate Qualification,,0-35,0,120,N,Withdrawn,-71.0,38.0,16.0,82.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,32.0,0.0,84.0,,0.0,200.0,,23.0,5.0,3.0,90.0,0.0,8.0,55.0,8.0
2013J,598353,M,West Midlands Region,HE Qualification,40-50%,35-55,0,150,N,Withdrawn,-29.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,17.0,0.0,14.0,,0.0,32.0,,0.0,1.0,0.0,3.0,0.0,11.0,8.0,0.0
2013J,598376,M,Ireland,HE Qualification,70-80%,35-55,0,60,N,Pass,-32.0,,19.0,82.0,46.0,80.0,96.0,84.0,130.0,82.0,172.0,89.0,53.0,94.0,53.0,95.0,150.0,89.0,178.0,95.0,199.0,94.0,236.0,95.0,236.0,98.0,38.0,13.0,1.0,465.0,0.0,661.0,,2.0,1731.0,,95.0,32.0,26.0,1633.0,0.0,96.0,535.0,56.0
2013J,598385,M,North Region,Lower Than A Level,,0-35,0,60,N,Fail,-67.0,,18.0,82.0,46.0,70.0,103.0,35.0,130.0,38.0,173.0,47.0,44.0,68.0,235.0,71.0,235.0,57.0,235.0,63.0,235.0,71.0,235.0,57.0,235.0,58.0,0.0,0.0,1.0,376.0,0.0,263.0,,6.0,231.0,,0.0,4.0,0.0,809.0,0.0,28.0,164.0,2.0
2013J,598478,F,Scotland,A Level or Equivalent,30-40%,35-55,0,120,N,Withdrawn,-44.0,97.0,16.0,82.0,43.0,80.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,530.0,0.0,269.0,,5.0,200.0,,54.0,12.0,0.0,128.0,0.0,12.0,137.0,10.0
2013J,598480,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-65.0,,26.0,68.0,46.0,40.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,79.0,0.0,73.0,,0.0,126.0,,2.0,1.0,0.0,5.0,0.0,9.0,67.0,1.0
2013J,598498,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-67.0,103.0,19.0,86.0,54.0,66.0,,,,,,,11.0,100.0,13.0,94.0,60.0,76.0,,,,,,,,,0.0,0.0,0.0,187.0,0.0,128.0,,0.0,342.0,,2.0,3.0,3.0,549.0,0.0,11.0,93.0,6.0
2013J,598543,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass,-71.0,,18.0,94.0,46.0,92.0,94.0,72.0,142.0,77.0,173.0,85.0,58.0,88.0,58.0,90.0,153.0,72.0,153.0,73.0,153.0,73.0,227.0,80.0,224.0,69.0,0.0,4.0,5.0,381.0,0.0,267.0,,10.0,808.0,,21.0,6.0,9.0,616.0,0.0,82.0,318.0,13.0
2013J,598555,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,-71.0,,19.0,90.0,51.0,86.0,96.0,66.0,131.0,63.0,173.0,69.0,220.0,87.0,220.0,87.0,227.0,73.0,230.0,75.0,231.0,78.0,236.0,73.0,235.0,74.0,0.0,0.0,1.0,397.0,7.0,414.0,,1.0,653.0,,7.0,17.0,4.0,701.0,0.0,23.0,245.0,17.0
2013J,598629,M,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,-67.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013J,598649,F,London Region,HE Qualification,20-30%,0-35,0,120,N,Fail,-67.0,,22.0,68.0,49.0,58.0,104.0,41.0,138.0,52.0,185.0,70.0,237.0,83.0,237.0,88.0,237.0,64.0,237.0,76.0,237.0,68.0,237.0,76.0,237.0,63.0,0.0,0.0,3.0,294.0,0.0,452.0,,9.0,712.0,,9.0,9.0,3.0,635.0,0.0,39.0,296.0,29.0
2013J,598666,M,London Region,No Formal quals,20-30%,0-35,0,120,N,Withdrawn,-60.0,153.0,17.0,68.0,47.0,68.0,97.0,39.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,130.0,0.0,111.0,,6.0,70.0,,0.0,9.0,0.0,58.0,0.0,7.0,86.0,8.0
2013J,598706,M,South Region,Lower Than A Level,0-10%,0-35,0,120,N,Distinction,-67.0,,17.0,90.0,45.0,86.0,92.0,78.0,127.0,91.0,168.0,92.0,24.0,100.0,24.0,94.0,52.0,88.0,97.0,86.0,130.0,87.0,154.0,54.0,154.0,77.0,4.0,1.0,6.0,1576.0,9.0,2868.0,,7.0,3131.0,,8.0,22.0,6.0,4239.0,0.0,61.0,1625.0,183.0
2013J,598752,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-46.0,226.0,19.0,62.0,47.0,68.0,103.0,49.0,131.0,69.0,,,,,,,,,,,,,,,,,0.0,2.0,0.0,162.0,0.0,147.0,,7.0,418.0,,1.0,9.0,0.0,45.0,0.0,20.0,87.0,12.0
2013J,598757,M,South Region,A Level or Equivalent,90-100%,35-55,0,90,N,Withdrawn,-31.0,97.0,,,,,,,,,,,3.0,71.0,,,,,,,,,,,,,0.0,0.0,0.0,56.0,0.0,20.0,,1.0,27.0,,1.0,6.0,0.0,94.0,0.0,19.0,27.0,3.0
2013J,598761,F,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Distinction,-52.0,,13.0,86.0,44.0,82.0,96.0,94.0,131.0,93.0,173.0,91.0,123.0,91.0,123.0,95.0,185.0,92.0,121.0,93.0,159.0,90.0,186.0,92.0,206.0,89.0,41.0,17.0,3.0,838.0,0.0,1086.0,,10.0,2469.0,,105.0,41.0,28.0,1338.0,0.0,69.0,769.0,108.0
2013J,598835,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-58.0,,15.0,80.0,41.0,86.0,90.0,86.0,130.0,85.0,169.0,84.0,52.0,97.0,52.0,99.0,91.0,93.0,156.0,81.0,171.0,93.0,222.0,85.0,216.0,94.0,31.0,9.0,2.0,620.0,0.0,939.0,,2.0,2424.0,,92.0,18.0,44.0,734.0,0.0,36.0,480.0,57.0
2013J,598887,M,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-67.0,235.0,18.0,84.0,46.0,68.0,96.0,64.0,130.0,69.0,172.0,66.0,214.0,57.0,214.0,84.0,229.0,61.0,229.0,72.0,229.0,79.0,,,,,0.0,0.0,1.0,113.0,0.0,193.0,,5.0,235.0,,6.0,8.0,0.0,463.0,0.0,20.0,167.0,9.0
2013J,598962,M,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-31.0,213.0,19.0,94.0,47.0,70.0,96.0,43.0,131.0,75.0,172.0,74.0,98.0,92.0,98.0,94.0,,,,,,,,,,,0.0,0.0,1.0,19.0,0.0,91.0,,0.0,373.0,,1.0,5.0,0.0,128.0,0.0,12.0,101.0,13.0
2013J,598966,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Pass,-67.0,,19.0,74.0,47.0,86.0,96.0,66.0,131.0,72.0,173.0,79.0,235.0,86.0,214.0,93.0,235.0,52.0,235.0,76.0,235.0,71.0,235.0,79.0,234.0,76.0,0.0,0.0,3.0,621.0,0.0,576.0,,20.0,1245.0,,13.0,6.0,0.0,1018.0,0.0,31.0,314.0,40.0
