code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,clicks_dataplus,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_resource,clicks_subpage,clicks_url
2014J,2086400,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-79.0,,18.0,66.0,60.0,65.0,123.0,66.0,165.0,74.0,214.0,75.0,8.0,806.0,0.0,922.0,0.0,1363.0,28.0,214.0,160.0
2014J,2139353,M,London Region,A Level or Equivalent,50-60%,35-55,1,60,N,Pass,-79.0,,-1.0,65.0,-1.0,62.0,-1.0,71.0,175.0,70.0,217.0,66.0,5.0,36.0,0.0,103.0,0.0,803.0,11.0,89.0,79.0
2014J,2148681,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,90,N,Pass,-102.0,,20.0,73.0,60.0,70.0,116.0,68.0,170.0,71.0,215.0,78.0,9.0,721.0,0.0,385.0,1.0,1023.0,56.0,95.0,56.0
2014J,2158048,F,Ireland,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,-8.0,55.0,27.0,86.0,,,,,,,,,6.0,145.0,0.0,146.0,0.0,476.0,16.0,44.0,18.0
2014J,2158196,F,South West Region,Lower Than A Level,30-40%,35-55,0,120,N,Withdrawn,-115.0,12.0,19.0,60.0,54.0,56.0,,,,,,,2.0,203.0,4.0,107.0,0.0,142.0,17.0,42.0,27.0
2014J,2165164,F,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-86.0,,18.0,70.0,54.0,70.0,116.0,64.0,166.0,52.0,214.0,60.0,5.0,356.0,0.0,357.0,7.0,765.0,10.0,82.0,39.0
2014J,2168833,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-53.0,146.0,19.0,24.0,,,,,,,,,0.0,0.0,0.0,4.0,0.0,14.0,0.0,2.0,0.0
2014J,2207874,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,-108.0,,19.0,66.0,120.0,38.0,131.0,60.0,,,,,0.0,109.0,0.0,48.0,0.0,68.0,5.0,31.0,4.0
2014J,2240349,M,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-108.0,,17.0,75.0,52.0,64.0,111.0,90.0,160.0,76.0,212.0,79.0,2.0,603.0,1.0,656.0,2.0,1384.0,44.0,310.0,107.0
2014J,2244332,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,-51.0,,19.0,83.0,54.0,86.0,117.0,86.0,172.0,85.0,215.0,86.0,39.0,6600.0,0.0,4392.0,2.0,2590.0,17.0,153.0,86.0
2014J,2273119,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-44.0,135.0,25.0,50.0,74.0,30.0,116.0,35.0,,,,,0.0,9.0,0.0,11.0,0.0,47.0,5.0,30.0,3.0
2014J,2277857,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-119.0,,14.0,73.0,50.0,62.0,106.0,50.0,162.0,74.0,212.0,68.0,6.0,481.0,4.0,436.0,2.0,1574.0,15.0,95.0,59.0
2014J,2297896,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-59.0,,18.0,60.0,54.0,57.0,117.0,60.0,170.0,62.0,214.0,74.0,0.0,31.0,0.0,115.0,0.0,328.0,13.0,61.0,18.0
2014J,2313257,M,London Region,A Level or Equivalent,30-40%,35-55,0,360,N,Withdrawn,-101.0,-16.0,,,,,,,,,,,0.0,8.0,0.0,5.0,0.0,13.0,0.0,2.0,0.0
2014J,2318055,M,Wales,A Level or Equivalent,90-100%,35-55,1,60,N,Pass,-53.0,,19.0,75.0,54.0,78.0,132.0,79.0,178.0,70.0,215.0,77.0,0.0,471.0,0.0,212.0,1.0,946.0,13.0,76.0,7.0
2014J,2330254,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-153.0,,5.0,60.0,51.0,73.0,114.0,78.0,162.0,67.0,212.0,71.0,0.0,1144.0,0.0,779.0,0.0,837.0,8.0,71.0,28.0
2014J,2355470,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,-115.0,,15.0,60.0,50.0,50.0,113.0,57.0,163.0,57.0,208.0,48.0,0.0,6.0,0.0,62.0,0.0,122.0,4.0,21.0,1.0
2014J,2358969,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Pass,-46.0,,-1.0,68.0,53.0,69.0,123.0,68.0,169.0,62.0,214.0,79.0,3.0,384.0,3.0,487.0,0.0,749.0,19.0,78.0,10.0
2014J,2363863,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,-155.0,,33.0,85.0,53.0,70.0,120.0,80.0,170.0,81.0,214.0,87.0,10.0,918.0,0.0,1241.0,2.0,1866.0,64.0,256.0,124.0
2014J,2365101,M,South East Region,HE Qualification,20-30%,0-35,1,240,N,Withdrawn,-85.0,-54.0,,,,,,,,,,,,,,,,,,,
2014J,2369415,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-64.0,,18.0,75.0,53.0,72.0,116.0,87.0,165.0,80.0,,,0.0,16.0,0.0,173.0,0.0,458.0,14.0,67.0,1.0
2014J,2375975,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,Y,Pass,-53.0,,18.0,73.0,54.0,70.0,127.0,68.0,176.0,70.0,215.0,76.0,19.0,1918.0,4.0,782.0,0.0,1376.0,69.0,126.0,4.0
2014J,2397661,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-29.0,,19.0,45.0,54.0,50.0,117.0,50.0,166.0,37.0,215.0,60.0,15.0,445.0,0.0,257.0,0.0,809.0,48.0,62.0,21.0
2014J,2398313,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-42.0,,18.0,72.0,56.0,72.0,119.0,70.0,168.0,73.0,215.0,70.0,8.0,834.0,2.0,789.0,0.0,1503.0,18.0,52.0,13.0
2014J,2404408,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-17.0,,18.0,68.0,60.0,37.0,,,,,,,0.0,343.0,0.0,130.0,0.0,269.0,7.0,44.0,9.0
2014J,2425993,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,-16.0,,23.0,68.0,53.0,61.0,117.0,81.0,166.0,71.0,215.0,62.0,0.0,11.0,0.0,95.0,0.0,587.0,15.0,27.0,2.0
2014J,2429854,M,London Region,A Level or Equivalent,10-20,35-55,1,60,Y,Fail,-37.0,,,,,,,,,,,,0.0,39.0,0.0,62.0,0.0,168.0,0.0,29.0,0.0
2014J,2432796,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Pass,-59.0,,19.0,63.0,58.0,65.0,116.0,59.0,167.0,67.0,215.0,63.0,2.0,116.0,0.0,179.0,0.0,561.0,11.0,68.0,26.0
2014J,2434159,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-31.0,,23.0,65.0,84.0,54.0,117.0,50.0,166.0,57.0,216.0,44.0,0.0,16.0,0.0,58.0,0.0,83.0,5.0,9.0,1.0
2014J,2436812,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,-51.0,,,,58.0,35.0,116.0,51.0,,,,,0.0,92.0,0.0,130.0,0.0,251.0,28.0,60.0,16.0
2014J,2467267,M,West Midlands Region,HE Qualification,0-10%,0-35,0,60,N,Pass,-59.0,,19.0,75.0,54.0,60.0,117.0,64.0,166.0,80.0,215.0,78.0,0.0,3.0,0.0,29.0,0.0,31.0,7.0,19.0,1.0
2014J,2470694,F,Scotland,HE Qualification,50-60%,55<=,1,60,N,Fail,-115.0,,,,-1.0,67.0,,,,,,,0.0,479.0,2.0,230.0,0.0,136.0,52.0,38.0,2.0
2014J,2473538,F,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-146.0,,19.0,59.0,60.0,44.0,123.0,58.0,173.0,60.0,220.0,54.0,11.0,398.0,17.0,263.0,5.0,617.0,61.0,87.0,14.0
2014J,2474849,F,Scotland,A Level or Equivalent,0-10%,35-55,1,60,N,Withdrawn,-73.0,132.0,19.0,35.0,,,,,,,,,0.0,7.0,1.0,25.0,0.0,93.0,3.0,13.0,0.0
2014J,2494700,M,Yorkshire Region,HE Qualification,70-80%,0-35,0,60,N,Pass,-56.0,,18.0,83.0,54.0,80.0,117.0,81.0,166.0,86.0,215.0,88.0,9.0,856.0,0.0,760.0,4.0,1519.0,15.0,193.0,171.0
2014J,2500258,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-102.0,,29.0,62.0,65.0,65.0,117.0,72.0,171.0,78.0,214.0,79.0,20.0,606.0,0.0,365.0,0.0,1348.0,26.0,36.0,2.0
2014J,2507842,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,-128.0,38.0,18.0,79.0,,,,,,,,,0.0,208.0,0.0,206.0,1.0,660.0,5.0,97.0,27.0
2014J,2509639,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,-87.0,,18.0,63.0,66.0,66.0,126.0,68.0,165.0,60.0,215.0,73.0,1.0,79.0,0.0,164.0,2.0,826.0,32.0,93.0,30.0
2014J,2514368,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,-23.0,,24.0,87.0,54.0,70.0,118.0,84.0,174.0,82.0,226.0,90.0,2.0,11.0,3.0,67.0,0.0,229.0,7.0,47.0,11.0
2014J,2514898,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-128.0,,28.0,71.0,75.0,55.0,117.0,72.0,174.0,51.0,215.0,83.0,32.0,309.0,3.0,302.0,2.0,896.0,119.0,118.0,47.0
2014J,2521865,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,Y,Pass,-50.0,,24.0,69.0,68.0,67.0,117.0,64.0,187.0,71.0,215.0,48.0,4.0,1984.0,0.0,678.0,2.0,1069.0,29.0,121.0,58.0
2014J,2522927,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-140.0,,16.0,82.0,52.0,52.0,116.0,77.0,164.0,65.0,210.0,66.0,15.0,1410.0,0.0,1056.0,0.0,1593.0,23.0,241.0,139.0
2014J,2540168,F,East Midlands Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,-46.0,226.0,36.0,44.0,93.0,47.0,144.0,39.0,,,,,0.0,110.0,0.0,171.0,0.0,513.0,10.0,88.0,27.0
2014J,2546445,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Withdrawn,-30.0,58.0,19.0,73.0,,,,,,,,,3.0,625.0,0.0,445.0,3.0,1008.0,40.0,147.0,101.0
2014J,2551797,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-46.0,,15.0,64.0,52.0,49.0,117.0,65.0,165.0,64.0,214.0,74.0,6.0,401.0,0.0,107.0,0.0,94.0,43.0,41.0,2.0
2014J,2551932,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-38.0,175.0,31.0,60.0,,,132.0,40.0,,,,,0.0,128.0,0.0,105.0,0.0,268.0,12.0,19.0,7.0
2014J,2569324,M,South Region,A Level or Equivalent,90-100%,0-35,1,60,N,Pass,-10.0,,29.0,66.0,57.0,77.0,117.0,67.0,174.0,66.0,218.0,80.0,0.0,35.0,0.0,106.0,0.0,274.0,14.0,38.0,0.0
2014J,2574990,F,South West Region,HE Qualification,60-70%,35-55,0,60,N,Fail,-42.0,,19.0,58.0,54.0,66.0,117.0,48.0,171.0,49.0,215.0,61.0,7.0,358.0,9.0,437.0,9.0,572.0,12.0,263.0,188.0
2014J,2576122,M,North Western Region,A Level or Equivalent,70-80%,35-55,1,60,N,Fail,-17.0,,-1.0,64.0,,,,,,,,,0.0,0.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0
2014J,2578676,M,North Region,Lower Than A Level,20-30%,35-55,0,120,N,Pass,-156.0,,24.0,61.0,54.0,74.0,117.0,68.0,166.0,76.0,215.0,71.0,3.0,192.0,0.0,378.0,0.0,502.0,14.0,103.0,68.0
2014J,2581477,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-109.0,,24.0,56.0,55.0,45.0,117.0,48.0,166.0,55.0,215.0,42.0,32.0,3245.0,10.0,1181.0,1.0,1162.0,97.0,171.0,57.0
2014J,2584873,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-28.0,,19.0,73.0,55.0,60.0,124.0,61.0,172.0,65.0,216.0,61.0,0.0,355.0,0.0,361.0,1.0,553.0,31.0,104.0,38.0
2014J,2595841,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,-87.0,,19.0,67.0,58.0,69.0,127.0,45.0,173.0,50.0,215.0,53.0,0.0,209.0,0.0,210.0,1.0,502.0,9.0,30.0,8.0
2014J,2596621,M,South West Region,A Level or Equivalent,50-60%,55<=,0,60,N,Pass,-101.0,,18.0,69.0,48.0,60.0,115.0,65.0,166.0,87.0,213.0,79.0,31.0,4765.0,1.0,836.0,2.0,1781.0,33.0,165.0,35.0
2014J,2601889,M,West Midlands Region,HE Qualification,70-80%,35-55,0,60,N,Pass,-49.0,,19.0,88.0,54.0,80.0,117.0,85.0,169.0,80.0,215.0,77.0,8.0,896.0,0.0,371.0,1.0,1032.0,16.0,97.0,52.0
2014J,2602338,F,North Western Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail,10.0,,30.0,72.0,59.0,73.0,,,,,,,4.0,119.0,0.0,157.0,0.0,424.0,4.0,73.0,35.0
2014J,2606802,M,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-37.0,,,,54.0,29.0,180.0,,,,,,0.0,7.0,0.0,70.0,2.0,167.0,5.0,42.0,13.0
2014J,2624961,F,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-23.0,,19.0,67.0,57.0,68.0,117.0,53.0,166.0,62.0,215.0,63.0,0.0,70.0,0.0,77.0,1.0,153.0,2.0,55.0,7.0
2014J,2630087,F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,210,N,Withdrawn,-49.0,-8.0,,,,,,,,,,,0.0,11.0,0.0,25.0,0.0,39.0,4.0,10.0,1.0
2014J,2633226,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-46.0,,38.0,64.0,53.0,66.0,129.0,64.0,184.0,11.0,215.0,65.0,0.0,57.0,0.0,167.0,0.0,683.0,87.0,39.0,11.0
2014J,2642616,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,90,N,Pass,-56.0,,19.0,61.0,60.0,50.0,131.0,57.0,178.0,58.0,215.0,60.0,13.0,387.0,4.0,498.0,0.0,617.0,59.0,202.0,23.0
2014J,2642935,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,-128.0,,18.0,80.0,53.0,85.0,114.0,84.0,164.0,85.0,212.0,83.0,21.0,1807.0,0.0,797.0,3.0,1320.0,18.0,245.0,174.0
2014J,2648611,F,South East Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-155.0,,18.0,74.0,52.0,82.0,116.0,75.0,169.0,77.0,213.0,80.0,4.0,102.0,1.0,418.0,1.0,912.0,23.0,44.0,8.0
2014J,2649800,M,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-153.0,,27.0,65.0,61.0,50.0,124.0,67.0,173.0,65.0,222.0,77.0,0.0,14.0,0.0,224.0,0.0,908.0,14.0,57.0,32.0
2014J,2654628,F,East Anglian Region,Lower Than A Level,90-100%,35-55,1,60,N,Pass,-35.0,,19.0,69.0,54.0,74.0,120.0,72.0,167.0,69.0,216.0,74.0,0.0,43.0,0.0,177.0,0.0,1065.0,11.0,67.0,5.0
2014J,2677624,M,North Western Region,A Level or Equivalent,10-20,35-55,0,90,N,Pass,-59.0,,18.0,70.0,53.0,63.0,117.0,58.0,179.0,78.0,215.0,79.0,0.0,198.0,1.0,148.0,0.0,633.0,14.0,130.0,34.0
2014J,2680312,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Pass,-44.0,,20.0,76.0,58.0,73.0,121.0,74.0,166.0,86.0,220.0,85.0,8.0,1177.0,0.0,876.0,0.0,2502.0,22.0,256.0,125.0
2014J,2688166,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-56.0,,18.0,68.0,56.0,69.0,,,167.0,55.0,214.0,46.0,0.0,85.0,0.0,162.0,0.0,341.0,8.0,60.0,24.0
2014J,2690062,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,120,N,Withdrawn,-25.0,32.0,17.0,58.0,,,,,,,,,0.0,18.0,0.0,52.0,0.0,139.0,4.0,40.0,4.0
2014J,2692514,M,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Pass,-44.0,,18.0,75.0,54.0,85.0,117.0,77.0,166.0,80.0,215.0,74.0,3.0,4226.0,0.0,1887.0,0.0,410.0,32.0,103.0,0.0
2014J,2694788,F,South Region,A Level or Equivalent,70-80%,35-55,0,180,Y,Fail,-92.0,,17.0,51.0,53.0,20.0,115.0,35.0,,,,,0.0,4.0,0.0,42.0,0.0,29.0,4.0,21.0,0.0
